Comb,growthRate,minProd,maxProd,combList,ACALD,ALCD2x,GLCabcpp,GND,HEX1,LDH_D,PFL,PFK,PYK,TKT2
"ACALD, GLCabcpp, HEX1, LDH_D, TKT2",0.191601956884331,0.0635091321818512,0.0635291423707095,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'TKT2']",1,0,1,0,1,1,0,0,0,1
"ACALD, GLCabcpp, HEX1, PFL, PFK",0.189214056432004,0.0627176292963359,0.06274778159895,"['ACALD', 'GLCabcpp', 'HEX1', 'PFL', 'PFK']",1,0,1,0,1,0,1,1,0,0
"ACALD, GLCabcpp, HEX1, PFL, PYK",0.189214056432015,0.0627176292962009,0.0627477817039503,"['ACALD', 'GLCabcpp', 'HEX1', 'PFL', 'PYK']",1,0,1,0,1,0,1,0,1,0
"ACALD, GLCabcpp, HEX1, PFL, TKT2",0.18310921116822,0.0606941078690546,1.41479565546636,"['ACALD', 'GLCabcpp', 'HEX1', 'PFL', 'TKT2']",1,0,1,0,1,0,1,0,0,1
"ACALD, GLCabcpp, HEX1, PFK, PYK",0.194807480315305,0.064571640033878,0.0645994276891665,"['ACALD', 'GLCabcpp', 'HEX1', 'PFK', 'PYK']",1,0,1,0,1,0,0,1,1,0
"ACALD, GLCabcpp, HEX1, PFK, TKT2",0.191601956884296,0.0635091321819588,0.0635291423036901,"['ACALD', 'GLCabcpp', 'HEX1', 'PFK', 'TKT2']",1,0,1,0,1,0,0,1,0,1
"ACALD, GLCabcpp, HEX1, PYK, TKT2",0.191601956884371,0.0635091321818852,0.0635291424261745,"['ACALD', 'GLCabcpp', 'HEX1', 'PYK', 'TKT2']",1,0,1,0,1,0,0,0,1,1
"ACALD, GLCabcpp, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK']",1,0,1,0,0,1,1,1,0,0
"ACALD, GLCabcpp, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFL', 'PYK']",1,0,1,0,0,1,1,0,1,0
"ACALD, GLCabcpp, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFL', 'TKT2']",1,0,1,0,0,1,1,0,0,1
"ACALD, GLCabcpp, LDH_D, PFK, PYK",0.1948074803154,0.06457164003367,0.0645994278053362,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFK', 'PYK']",1,0,1,0,0,1,0,1,1,0
"ACALD, GLCabcpp, LDH_D, PFK, TKT2",0.191601956884331,0.0635091321818787,0.0635291424646807,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFK', 'TKT2']",1,0,1,0,0,1,0,1,0,1
"ACALD, GLCabcpp, LDH_D, PYK, TKT2",0.191601956883845,0.0635091321819455,0.0635291423728918,"['ACALD', 'GLCabcpp', 'LDH_D', 'PYK', 'TKT2']",1,0,1,0,0,1,0,0,1,1
"ACALD, GLCabcpp, PFL, PFK, PYK",0.189214056431888,0.0627176292963055,0.0627477815770002,"['ACALD', 'GLCabcpp', 'PFL', 'PFK', 'PYK']",1,0,1,0,0,0,1,1,1,0
"ACALD, GLCabcpp, PFL, PFK, TKT2",0.183109211168446,0.0606941078690546,1.41479565546255,"['ACALD', 'GLCabcpp', 'PFL', 'PFK', 'TKT2']",1,0,1,0,0,0,1,1,0,1
"ACALD, GLCabcpp, PFL, PYK, TKT2",0.183109211168434,0.060694107869037,1.41479565545323,"['ACALD', 'GLCabcpp', 'PFL', 'PYK', 'TKT2']",1,0,1,0,0,0,1,0,1,1
"ACALD, GLCabcpp, PFK, PYK, TKT2",0.191601956884384,0.0635091321819981,0.063529142348386,"['ACALD', 'GLCabcpp', 'PFK', 'PYK', 'TKT2']",1,0,1,0,0,0,0,1,1,1
"ACALD, GND, HEX1, LDH_D, PFL",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFL']",1,0,0,1,1,1,1,0,0,0
"ACALD, GND, HEX1, LDH_D, PFK",0.19480748031532,0.0645716400338861,0.0645994276945297,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFK']",1,0,0,1,1,1,0,1,0,0
"ACALD, GND, HEX1, LDH_D, PYK",0.194807480315101,0.0645716400338432,0.0645994278215365,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PYK']",1,0,0,1,1,1,0,0,1,0
"ACALD, GND, HEX1, LDH_D, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'TKT2']",1,0,0,1,1,1,0,0,0,1
"ACALD, GND, HEX1, PFL, PFK",0.189214056431863,0.0627176292964024,0.062747781710157,"['ACALD', 'GND', 'HEX1', 'PFL', 'PFK']",1,0,0,1,1,0,1,1,0,0
"ACALD, GND, HEX1, PFL, PYK",0.189214056431945,0.062717629296256,0.0627477817005914,"['ACALD', 'GND', 'HEX1', 'PFL', 'PYK']",1,0,0,1,1,0,1,0,1,0
"ACALD, GND, HEX1, PFL, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'PFL', 'TKT2']",1,0,0,1,1,0,1,0,0,1
"ACALD, GND, HEX1, PFK, PYK",0.194807480315187,0.0645716400338881,0.0645994275951482,"['ACALD', 'GND', 'HEX1', 'PFK', 'PYK']",1,0,0,1,1,0,0,1,1,0
"ACALD, GND, HEX1, PFK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'PFK', 'TKT2']",1,0,0,1,1,0,0,1,0,1
"ACALD, GND, HEX1, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'PYK', 'TKT2']",1,0,0,1,1,0,0,0,1,1
"ACALD, GND, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFL', 'PFK']",1,0,0,1,0,1,1,1,0,0
"ACALD, GND, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFL', 'PYK']",1,0,0,1,0,1,1,0,1,0
"ACALD, GND, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFL', 'TKT2']",1,0,0,1,0,1,1,0,0,1
"ACALD, GND, LDH_D, PFK, PYK",0.19480748031554,0.0645716400338623,0.0645994278018164,"['ACALD', 'GND', 'LDH_D', 'PFK', 'PYK']",1,0,0,1,0,1,0,1,1,0
"ACALD, GND, LDH_D, PFK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFK', 'TKT2']",1,0,0,1,0,1,0,1,0,1
"ACALD, GND, LDH_D, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PYK', 'TKT2']",1,0,0,1,0,1,0,0,1,1
"ACALD, GND, PFL, PFK, PYK",0.189214056431968,0.062717629296256,0.0627477817403714,"['ACALD', 'GND', 'PFL', 'PFK', 'PYK']",1,0,0,1,0,0,1,1,1,0
"ACALD, GND, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'PFL', 'PFK', 'TKT2']",1,0,0,1,0,0,1,1,0,1
"ACALD, GND, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'PFL', 'PYK', 'TKT2']",1,0,0,1,0,0,1,0,1,1
"ACALD, GND, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'PFK', 'PYK', 'TKT2']",1,0,0,1,0,0,0,1,1,1
"ACALD, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'HEX1', 'LDH_D', 'PFL', 'PFK']",1,0,0,0,1,1,1,1,0,0
"ACALD, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'HEX1', 'LDH_D', 'PFL', 'PYK']",1,0,0,0,1,1,1,0,1,0
"ACALD, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",1,0,0,0,1,1,1,0,0,1
"ACALD, HEX1, LDH_D, PFK, PYK",0.19480748031534,0.0645716400338881,0.0645994276457656,"['ACALD', 'HEX1', 'LDH_D', 'PFK', 'PYK']",1,0,0,0,1,1,0,1,1,0
"ACALD, HEX1, LDH_D, PFK, TKT2",0.191601956884224,0.0635091321817637,0.0635291424485877,"['ACALD', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",1,0,0,0,1,1,0,1,0,1
"ACALD, HEX1, LDH_D, PYK, TKT2",0.19160195688432,0.0635091321817637,0.0635291424277793,"['ACALD', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",1,0,0,0,1,1,0,0,1,1
"ACALD, HEX1, PFL, PFK, PYK",0.189214056431997,0.0627176292964334,0.0627477818606587,"['ACALD', 'HEX1', 'PFL', 'PFK', 'PYK']",1,0,0,0,1,0,1,1,1,0
"ACALD, HEX1, PFL, PFK, TKT2",0.183109211168055,0.0606941078691654,1.41479565542444,"['ACALD', 'HEX1', 'PFL', 'PFK', 'TKT2']",1,0,0,0,1,0,1,1,0,1
"ACALD, HEX1, PFL, PYK, TKT2",0.183109211167962,0.0606941078690712,1.41479565545974,"['ACALD', 'HEX1', 'PFL', 'PYK', 'TKT2']",1,0,0,0,1,0,1,0,1,1
"ACALD, HEX1, PFK, PYK, TKT2",0.191601956884277,0.0635091321818351,0.0635291424510912,"['ACALD', 'HEX1', 'PFK', 'PYK', 'TKT2']",1,0,0,0,1,0,0,1,1,1
"ACALD, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,0,0,0,0,1,1,1,1,0
"ACALD, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,0,0,0,0,1,1,1,0,1
"ACALD, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,0,0,0,0,1,1,0,1,1
"ACALD, LDH_D, PFK, PYK, TKT2",0.191601956884063,0.0635091321819287,0.0635291423951284,"['ACALD', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,0,0,0,0,1,0,1,1,1
"ACALD, PFL, PFK, PYK, TKT2",0.183109211168086,0.0606941078690409,1.41479565545044,"['ACALD', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,0,0,0,0,1,1,1,1
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D",0.194807480315164,0.0645716400339909,0.0645994277386431,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D']",0,1,1,1,1,1,0,0,0,0
"ALCD2x, GLCabcpp, GND, HEX1, PFL",0.189214056431616,0.0627176292963629,0.0627477817238141,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL']",0,1,1,1,1,0,1,0,0,0
"ALCD2x, GLCabcpp, GND, HEX1, PFK",0.194807480315195,0.0645716400338478,0.0645994276710364,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFK']",0,1,1,1,1,0,0,1,0,0
"ALCD2x, GLCabcpp, GND, HEX1, PYK",0.194807480315278,0.064571640033913,0.0645994278153746,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PYK']",0,1,1,1,1,0,0,0,1,0
"ALCD2x, GLCabcpp, GND, HEX1, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'TKT2']",0,1,1,1,1,0,0,0,0,1
"ALCD2x, GLCabcpp, GND, LDH_D, PFL",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL']",0,1,1,1,0,1,1,0,0,0
"ALCD2x, GLCabcpp, GND, LDH_D, PFK",0.194807480315294,0.064571640033831,0.0645994276886488,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFK']",0,1,1,1,0,1,0,1,0,0
"ALCD2x, GLCabcpp, GND, LDH_D, PYK",0.194807480315321,0.0645716400336,0.0645994277298038,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PYK']",0,1,1,1,0,1,0,0,1,0
"ALCD2x, GLCabcpp, GND, LDH_D, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'TKT2']",0,1,1,1,0,1,0,0,0,1
"ALCD2x, GLCabcpp, GND, PFL, PFK",0.189214056431855,0.0627176292963525,0.0627477816188815,"['ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PFK']",0,1,1,1,0,0,1,1,0,0
"ALCD2x, GLCabcpp, GND, PFL, PYK",0.189214056431706,0.0627176292963143,0.0627477816496698,"['ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PYK']",0,1,1,1,0,0,1,0,1,0
"ALCD2x, GLCabcpp, GND, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'TKT2']",0,1,1,1,0,0,1,0,0,1
"ALCD2x, GLCabcpp, GND, PFK, PYK",0.194807480315339,0.0645716400338945,0.0645994277988387,"['ALCD2x', 'GLCabcpp', 'GND', 'PFK', 'PYK']",0,1,1,1,0,0,0,1,1,0
"ALCD2x, GLCabcpp, GND, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'PFK', 'TKT2']",0,1,1,1,0,0,0,1,0,1
"ALCD2x, GLCabcpp, GND, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'PYK', 'TKT2']",0,1,1,1,0,0,0,0,1,1
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFL",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL']",0,1,1,0,1,1,1,0,0,0
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFK",0.19480748031537,0.0645716400339087,0.0645994277281776,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK']",0,1,1,0,1,1,0,1,0,0
"ALCD2x, GLCabcpp, HEX1, LDH_D, PYK",0.19480748031554,0.0645716400339176,0.0645994277153388,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PYK']",0,1,1,0,1,1,0,0,1,0
"ALCD2x, GLCabcpp, HEX1, LDH_D, TKT2",0.191601956884171,0.0635091321818263,0.063529142430483,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'TKT2']",0,1,1,0,1,1,0,0,0,1
"ALCD2x, GLCabcpp, HEX1, PFL, PFK",0.189214056431517,0.0627176292963242,0.062747781700624,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PFK']",0,1,1,0,1,0,1,1,0,0
"ALCD2x, GLCabcpp, HEX1, PFL, PYK",0.189214056431522,0.0627176292964072,0.0627477815787686,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PYK']",0,1,1,0,1,0,1,0,1,0
"ALCD2x, GLCabcpp, HEX1, PFL, TKT2",0.183109211168282,0.0606941078690817,1.41479565548346,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'TKT2']",0,1,1,0,1,0,1,0,0,1
"ALCD2x, GLCabcpp, HEX1, PFK, PYK",0.19480748031543,0.0645716400338757,0.0645994277270017,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFK', 'PYK']",0,1,1,0,1,0,0,1,1,0
"ALCD2x, GLCabcpp, HEX1, PFK, TKT2",0.191601956884213,0.0635091321818852,0.063529142513009,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFK', 'TKT2']",0,1,1,0,1,0,0,1,0,1
"ALCD2x, GLCabcpp, HEX1, PYK, TKT2",0.191601956884419,0.0635091321818852,0.0635291424907605,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PYK', 'TKT2']",0,1,1,0,1,0,0,0,1,1
"ALCD2x, GLCabcpp, LDH_D, PFL, PFK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK']",0,1,1,0,0,1,1,1,0,0
"ALCD2x, GLCabcpp, LDH_D, PFL, PYK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PYK']",0,1,1,0,0,1,1,0,1,0
"ALCD2x, GLCabcpp, LDH_D, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'TKT2']",0,1,1,0,0,1,1,0,0,1
"ALCD2x, GLCabcpp, LDH_D, PFK, PYK",0.194807480315379,0.0645716400339157,0.0645994276851123,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFK', 'PYK']",0,1,1,0,0,1,0,1,1,0
"ALCD2x, GLCabcpp, LDH_D, PFK, TKT2",0.191601956884193,0.0635091321818405,0.0635291425132882,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFK', 'TKT2']",0,1,1,0,0,1,0,1,0,1
"ALCD2x, GLCabcpp, LDH_D, PYK, TKT2",0.191601956884277,0.0635091321819102,0.0635291424547103,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PYK', 'TKT2']",0,1,1,0,0,1,0,0,1,1
"ALCD2x, GLCabcpp, PFL, PFK, PYK",0.189214056431981,0.0627176292962374,0.0627477815337403,"['ALCD2x', 'GLCabcpp', 'PFL', 'PFK', 'PYK']",0,1,1,0,0,0,1,1,1,0
"ALCD2x, GLCabcpp, PFL, PFK, TKT2",0.183109211167987,0.0606941078690817,1.41479565544119,"['ALCD2x', 'GLCabcpp', 'PFL', 'PFK', 'TKT2']",0,1,1,0,0,0,1,1,0,1
"ALCD2x, GLCabcpp, PFL, PYK, TKT2",0.183109211167934,0.0606941078691449,1.4147956554404,"['ALCD2x', 'GLCabcpp', 'PFL', 'PYK', 'TKT2']",0,1,1,0,0,0,1,0,1,1
"ALCD2x, GLCabcpp, PFK, PYK, TKT2",0.191601956883998,0.0635091321818852,0.0635291424956344,"['ALCD2x', 'GLCabcpp', 'PFK', 'PYK', 'TKT2']",0,1,1,0,0,0,0,1,1,1
"ALCD2x, GND, HEX1, LDH_D, PFL",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL']",0,1,0,1,1,1,1,0,0,0
"ALCD2x, GND, HEX1, LDH_D, PFK",0.194807480315391,0.0645716400338757,0.0645994277146795,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFK']",0,1,0,1,1,1,0,1,0,0
"ALCD2x, GND, HEX1, LDH_D, PYK",0.194807480315033,0.0645716400338757,0.0645994277321455,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PYK']",0,1,0,1,1,1,0,0,1,0
"ALCD2x, GND, HEX1, LDH_D, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'TKT2']",0,1,0,1,1,1,0,0,0,1
"ALCD2x, GND, HEX1, PFL, PFK",0.189214056432021,0.062717629296295,0.0627477817831155,"['ALCD2x', 'GND', 'HEX1', 'PFL', 'PFK']",0,1,0,1,1,0,1,1,0,0
"ALCD2x, GND, HEX1, PFL, PYK",0.189214056431716,0.062717629296256,0.062747781694579,"['ALCD2x', 'GND', 'HEX1', 'PFL', 'PYK']",0,1,0,1,1,0,1,0,1,0
"ALCD2x, GND, HEX1, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'PFL', 'TKT2']",0,1,0,1,1,0,1,0,0,1
"ALCD2x, GND, HEX1, PFK, PYK",0.194807480315239,0.0645716400338758,0.0645994277307312,"['ALCD2x', 'GND', 'HEX1', 'PFK', 'PYK']",0,1,0,1,1,0,0,1,1,0
"ALCD2x, GND, HEX1, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'PFK', 'TKT2']",0,1,0,1,1,0,0,1,0,1
"ALCD2x, GND, HEX1, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'PYK', 'TKT2']",0,1,0,1,1,0,0,0,1,1
"ALCD2x, GND, LDH_D, PFL, PFK",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFL', 'PFK']",0,1,0,1,0,1,1,1,0,0
"ALCD2x, GND, LDH_D, PFL, PYK",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFL', 'PYK']",0,1,0,1,0,1,1,0,1,0
"ALCD2x, GND, LDH_D, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFL', 'TKT2']",0,1,0,1,0,1,1,0,0,1
"ALCD2x, GND, LDH_D, PFK, PYK",0.19480748031533,0.0645716400338757,0.0645994277598131,"['ALCD2x', 'GND', 'LDH_D', 'PFK', 'PYK']",0,1,0,1,0,1,0,1,1,0
"ALCD2x, GND, LDH_D, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFK', 'TKT2']",0,1,0,1,0,1,0,1,0,1
"ALCD2x, GND, LDH_D, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PYK', 'TKT2']",0,1,0,1,0,1,0,0,1,1
"ALCD2x, GND, PFL, PFK, PYK",0.189214056431896,0.0627176292964103,0.0627477817133215,"['ALCD2x', 'GND', 'PFL', 'PFK', 'PYK']",0,1,0,1,0,0,1,1,1,0
"ALCD2x, GND, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'PFL', 'PFK', 'TKT2']",0,1,0,1,0,0,1,1,0,1
"ALCD2x, GND, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'PFL', 'PYK', 'TKT2']",0,1,0,1,0,0,1,0,1,1
"ALCD2x, GND, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'PFK', 'PYK', 'TKT2']",0,1,0,1,0,0,0,1,1,1
"ALCD2x, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PFK']",0,1,0,0,1,1,1,1,0,0
"ALCD2x, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PYK']",0,1,0,0,1,1,1,0,1,0
"ALCD2x, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",0,1,0,0,1,1,1,0,0,1
"ALCD2x, HEX1, LDH_D, PFK, PYK",0.194807480315539,0.0645716400339122,0.0645994278553203,"['ALCD2x', 'HEX1', 'LDH_D', 'PFK', 'PYK']",0,1,0,0,1,1,0,1,1,0
"ALCD2x, HEX1, LDH_D, PFK, TKT2",0.191601956884015,0.0635091321819066,0.0635291423991621,"['ALCD2x', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",0,1,0,0,1,1,0,1,0,1
"ALCD2x, HEX1, LDH_D, PYK, TKT2",0.191601956884108,0.0635091321818834,0.0635291423552759,"['ALCD2x', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",0,1,0,0,1,1,0,0,1,1
"ALCD2x, HEX1, PFL, PFK, PYK",0.189214056431684,0.0627176292963976,0.0627477815204136,"['ALCD2x', 'HEX1', 'PFL', 'PFK', 'PYK']",0,1,0,0,1,0,1,1,1,0
"ALCD2x, HEX1, PFL, PFK, TKT2",0.183109211167981,0.0606941078691857,1.41479565551457,"['ALCD2x', 'HEX1', 'PFL', 'PFK', 'TKT2']",0,1,0,0,1,0,1,1,0,1
"ALCD2x, HEX1, PFL, PYK, TKT2",0.183109211168037,0.0606941078690162,1.4147956554405,"['ALCD2x', 'HEX1', 'PFL', 'PYK', 'TKT2']",0,1,0,0,1,0,1,0,1,1
"ALCD2x, HEX1, PFK, PYK, TKT2",0.191601956884363,0.0635091321818911,0.0635291425149721,"['ALCD2x', 'HEX1', 'PFK', 'PYK', 'TKT2']",0,1,0,0,1,0,0,1,1,1
"ALCD2x, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ALCD2x', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,1,0,0,0,1,1,1,1,0
"ALCD2x, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,1,0,0,0,1,1,1,0,1
"ALCD2x, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,1,0,0,0,1,1,0,1,1
"ALCD2x, LDH_D, PFK, PYK, TKT2",0.191601956884035,0.0635091321819089,0.0635291424298483,"['ALCD2x', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,1,0,0,0,1,0,1,1,1
"ALCD2x, PFL, PFK, PYK, TKT2",0.183109211168099,0.0606941078691655,1.41479565542754,"['ALCD2x', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,0,0,0,0,1,1,1,1
"GLCabcpp, GND, HEX1, LDH_D, PFL",0.189214056431497,0.0627176292963143,0.0627477818069874,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL']",0,0,1,1,1,1,1,0,0,0
"GLCabcpp, GND, HEX1, LDH_D, PFK",0.241501557097228,0.0800490531962262,0.0800559410606771,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK']",0,0,1,1,1,1,0,1,0,0
"GLCabcpp, GND, HEX1, LDH_D, PYK",0.241501557097591,0.0800490531963799,0.0800559410403655,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PYK']",0,0,1,1,1,1,0,0,1,0
"GLCabcpp, GND, HEX1, LDH_D, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'TKT2']",0,0,1,1,1,1,0,0,0,1
"GLCabcpp, GND, HEX1, PFL, PFK",0.189214056431612,0.0627176292963007,0.062747781658902,"['GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK']",0,0,1,1,1,0,1,1,0,0
"GLCabcpp, GND, HEX1, PFL, PYK",0.189214056431679,0.0627176292963274,0.0627477817855058,"['GLCabcpp', 'GND', 'HEX1', 'PFL', 'PYK']",0,0,1,1,1,0,1,0,1,0
"GLCabcpp, GND, HEX1, PFL, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'PFL', 'TKT2']",0,0,1,1,1,0,1,0,0,1
"GLCabcpp, GND, HEX1, PFK, PYK",0.241501557097137,0.0800490531962366,0.0800559410825595,"['GLCabcpp', 'GND', 'HEX1', 'PFK', 'PYK']",0,0,1,1,1,0,0,1,1,0
"GLCabcpp, GND, HEX1, PFK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'PFK', 'TKT2']",0,0,1,1,1,0,0,1,0,1
"GLCabcpp, GND, HEX1, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'PYK', 'TKT2']",0,0,1,1,1,0,0,0,1,1
"GLCabcpp, GND, LDH_D, PFL, PFK",0.189214056431665,0.062717629296256,0.0627477816343079,"['GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK']",0,0,1,1,0,1,1,1,0,0
"GLCabcpp, GND, LDH_D, PFL, PYK",0.189214056431666,0.0627176292962408,0.062747781693001,"['GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PYK']",0,0,1,1,0,1,1,0,1,0
"GLCabcpp, GND, LDH_D, PFL, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'LDH_D', 'PFL', 'TKT2']",0,0,1,1,0,1,1,0,0,1
"GLCabcpp, GND, LDH_D, PFK, PYK",0.241501557097155,0.0800490531962764,0.0800559410652265,"['GLCabcpp', 'GND', 'LDH_D', 'PFK', 'PYK']",0,0,1,1,0,1,0,1,1,0
"GLCabcpp, GND, LDH_D, PFK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'LDH_D', 'PFK', 'TKT2']",0,0,1,1,0,1,0,1,0,1
